"('ESPECIALLY', ['MIGHTY', 'PRETTY', 'REALLY', 'VERY'])","('DISNEY CHARACTERS', ['DAISY', 'GOOFY', 'HAPPY', 'LADY'])","('KINDS OF BLUE', ['BABY', 'NAVY', 'SKY', 'TIFFANY'])","('BODY PARTS PLUS ""Y""', ['ARMY', 'COLONY', 'LIVERY', 'SHINY'])"
"('DIGITAL NOTIFICATION SOUNDS', ['CHIME', 'DING', 'PING', 'RING'])","('TATTLE', ['RAT', 'SING', 'SNITCH', 'SQUEAL'])","('GROUP WITHIN A GROUP', ['CAMP', 'DIVISION', 'FACTION', 'WING'])","('MICROSOFT PRODUCTS', ['BING', 'EDGE', 'SURFACE', 'WORD'])"
"('INVESTMENTS', ['BOND', 'CD', 'OPTION', 'STOCK'])","('TERMS FOR RECORDS', ['LP', 'PLATTER', 'VINYL', 'WAX'])","('CUBE-SHAPED', ['BOUILLON', 'DIE', 'ICE', 'SUGAR'])","('WORDS THAT GO WITH \xe2\x80\x9cBONE\xe2\x80\x9d', ['FUNNY', 'HERRING', 'SOUP', 'WISH'])"
"('UNCHANGING', ['EVEN', 'LEVEL', 'STABLE', 'STEADY'])","('LONG, SHARP OBJECTS', ['LANCE', 'PIN', 'SKEWER', 'SPIT'])","('MUSIC PUBLICATIONS', ['BILLBOARD', 'PITCHFORK', 'ROLLING STONE', 'SPIN'])","('WORDS WITH NUMERICAL PREFIXES', ['UNIFORM', 'BICYCLE', 'TRILOGY', 'QUADRANT'])"
"('WAYS TO PREPARE', ['DRILL', 'PRACTICE', 'STUDY', 'TRAIN'])","('HOLLOW CYLINDERS', ['HOSE', 'PIPE', 'STRAW', 'TUBE'])","('CLUE WEAPONS', ['CANDLESTICK', 'KNIFE', 'ROPE', 'WRENCH'])","('\x80\x9cE-\xe2\x80\x9d THINGS', ['CIGARETTE', 'BIKE', 'TICKET', 'SPORTS'])"
"('NEVERTHELESS', ['HOWEVER', 'STILL', 'THOUGH', 'YET'])","('REPEATED WORDS IN EXPRESSIONS', ['HEAR', 'KNOCK', 'THERE', 'TUT'])","('WORDS ABBREVIATED WITH LETTERS', ['ARE', 'SEE', 'WHY', 'YOU'])","('ROYAL ___', ['FAMILY', 'FLUSH', 'JELLY', 'WE'])"
"('IGNITE', ['BURN', 'KINDLE', 'LIGHT', 'TORCH'])","('INFORMATION', ['DATA', 'INFO', 'INTEL', 'NEWS'])","('SMALL WOODED AREA', ['DELL', 'GLEN', 'HOLLOW', 'VALLEY'])","('THINGS WITH CORES', ['APPLE', 'COMPUTER', 'PLANET', 'REACTOR'])"
"('SOCIAL MEDIA ACTIONS', ['FOLLOW', 'LIKE', 'SHARE', 'SUBSCRIBE'])","('USE A NEEDLE AND THREAD', ['DARN', 'HEM', 'SEAM', 'SEW'])","('SHOWS SET IN HOSPITALS', ['ER', 'HOUSE', 'RATCHED', 'SCRUBS'])","('EXPRESSIONS OF HESITATION', ['ERM', 'UH', 'UM', 'WELL'])"
"('FLOWERS', ['DAISY', 'ROSE', 'TULIP', 'VIOLET'])","('SEEN ON A FARM', ['BARN', 'CHICKEN', 'FARMER', 'TRACTOR'])","('HORROR DIRECTORS', ['ASTER', 'CARPENTER', 'CRAVEN', 'WAN'])","('___ JACKET', ['DUST', 'LIFE', 'SPORTS', 'YELLOW'])"
"('BIRD FEATURES', ['BEAK', 'FEATHER', 'TALON', 'WING'])","('BLINK OF AN EYE', ['FLASH', 'HEARTBEAT', 'SECOND', 'WINK'])","('MAHJONG TILES', ['BAMBOO', 'DRAGON', 'SEASON', 'WIND'])","('___ BUTTON', ['BELLY', 'HOT', 'PANIC', 'SNOOZE'])"
"('MISHMASH', ['HASH', 'JUMBLE', 'MEDLEY', 'STEW'])","('GO UP AGAINST', ['CHALLENGE', 'CONFRONT', 'FACE', 'OPPOSE'])","('GROUP OF OFFSPRING', ['BROOD', 'CLUTCH', 'HATCH', 'LITTER'])","('GUITAR PARTS', ['BODY', 'BRIDGE', 'FRET', 'NECK'])"
"('SENSES', ['SIGHT', 'SMELL', 'TASTE', 'TOUCH'])","('APPEARANCE', ['DRESS', 'LOOK', 'MANNER', 'STYLE'])","('\x80\x9cAGREE!\xe2\x80\x9d', ['DITTO', 'LIKEWISE', 'SAME', 'SECOND'])","('___ MOON', ['BLUE', 'HARVEST', 'NEW', 'SAILOR'])"
"('SHAMELESS BOLDNESS', ['BRASS', 'CHEEK', 'GALL', 'NERVE'])","('METAL ELEMENTS', ['COPPER', 'GOLD', 'NICKEL', 'SILVER'])","('W.N.B.A. TEAMS', ['MERCURY', 'SKY', 'SPARKS', 'LIBERTY'])","('THINGS WITH TRUNKS', ['CARS', 'ELEPHANTS', 'SWIMMERS', 'TREES'])"
"('INCREASE', ['BUILD', 'GROW', 'SWELL', 'MOUNT'])","('EXCELLENT, IN OLD SLANG', ['ACES', 'KEEN', 'NEATO', 'NIFTY'])","('FINE BUBBLES', ['FOAM', 'FROTH', 'HEAD', 'LATHER'])","('SPHERICAL THINGS', ['BUBBLE', 'GLOBE', 'MARBLE', 'PEARL'])"
"('GRAMMAR TENSE TERMS', ['FUTURE', 'PAST', 'PERFECT', 'PRESENT'])","('\x80\x9cGRACIOUS ME!\xe2\x80\x9d', ['GOODNESS', 'HEAVENS', 'LORD', 'MERCY'])","('12 DAYS OF CHRISTMAS', ['DRUMMER', 'LADY', 'RING', 'SWAN'])","('___ SYRUP', ['CORN', 'COUGH', 'MAPLE', 'SIMPLE'])"
"('ANIMAL GROUPS', ['COLONY', 'HERD', 'PRIDE', 'SCHOOL'])","('SMALL OPENING', ['CRANNY', 'NICHE', 'NOOK', 'RECESS'])","('PARADIGMATIC', ['CLASSIC', 'DEFINITIVE', 'MODEL', 'TEXTBOOK'])","('RHYMING COMPOUND WORDS', ['BACKPACK', 'BIGWIG', 'DOWNTOWN', 'RAGTAG'])"
"('CELL PHONE MODES', ['FOCUS', 'RING', 'SILENT', 'VIBRATE'])","('IMPEL', ['DRIVE', 'INSPIRE', 'MOTIVATE', 'SPUR'])","('ROMANTIC BEGINNINGS', ['CONNECTION', 'FEELINGS', 'SPARK', 'VIBE'])","('HARD ___', ['CANDY', 'COPY', 'KNOCKS', 'SELTZER'])"
"('RELAX', ['CHILL', 'HANG', 'LOAF', 'LOUNGE'])","('CATCHY SONG', ['BANGER', 'BOP', 'GROOVE', 'JAM'])","('BRITISH CUISINE', ['MASH', 'ROAST', 'SCONE', 'TRIFLE'])","('STICKY SITUATION', ['BIND', 'PICKLE', 'SCRAPE', 'SPOT'])"
"('TABLEWARE', ['BOWL', 'DISH', 'PLATE', 'SAUCER'])","('NONSENSE', ['BALONEY', 'BUNK', 'CROCK', 'TRIPE'])","('BRA PARTS', ['CUP', 'HOOK', 'STRAP', 'WIRE'])","('ACRONYMS', ['LASER', 'RADAR', 'SCUBA', 'SPAM'])"
"('ANIMAL HOMES', ['DEN', 'HIVE', 'LAIR', 'NEST'])","('VIRTUAL SPACES', ['CLOUD', 'METAVERSE', 'NET', 'WEB'])","('EQUITABLE', ['EQUAL', 'EVEN', 'FAIR', 'JUST'])","('___ BURGER', ['GOOD', 'IMPOSSIBLE', 'NOTHING', 'WARREN'])"
"('FALSIFY', ['FABRICATE', 'FAKE', 'FIX', 'FORGE'])","('MILD OATHS', ['FIDDLESTICKS', 'FIE', 'FRICK', 'FUDGE'])","('TV SHOWS', ['FARGO', 'FIREFLY', 'FLEABAG', 'FLIPPER'])","('FAST ___', ['FASHION', 'FOOD', 'FORWARD', 'FRIENDS'])"
"('SOMETHING TIRESOME', ['BORE', 'DRAG', 'SNOOZE', 'YAWN'])","('BIT OF WIND', ['BREEZE', 'DRAFT', 'GUST', 'PUFF'])","('PIQUANCY', ['BITE', 'KICK', 'TANG', 'ZIP'])","('SINGULAR OF THINGS SEEN IN PAIRS', ['BOXER', 'GOGGLE', 'PANT', 'TONG'])"
"('TAUNTS', ['BOO', 'HISS', 'JEER', 'RASPBERRY'])","('FAILURE', ['BOMB', 'DUD', 'FLOP', 'LEMON'])","('RUDELY BREAK OFF CONTACT', ['DESERT', 'GHOST', 'IGNORE', 'JILT'])","('ROCK ___', ['BOTTOM', 'CANDY', 'GARDEN', 'STAR'])"
"('DAYS OF THE WEEK', ['FRIDAY', 'SATURDAY', 'SUNDAY', 'THURSDAY'])","('GO BAD', ['ROT', 'SOUR', 'SPOIL', 'TURN'])","('\x80\x9cTHE ADDAMS FAMILY\xe2\x80\x9d CHARACTERS', ['FESTER', 'LURCH', 'THING', 'WEDNESDAY'])","('FAT ___', ['CAT', 'CHANCE', 'LIP', 'TUESDAY'])"
"('TOOLS', ['FILE', 'HAMMER', 'LEVEL', 'SAW'])","('PULL', ['JERK', 'TUG', 'WRENCH', 'YANK'])","('SHORTCUT COMMANDS', ['COPY', 'FIND', 'PRINT', 'SAVE'])","('TITLE MOVIE ANIMALS', ['BABE', 'BEETHOVEN', 'CHARLOTTE', 'WILLY'])"
"('BUTT', ['BOTTOM', 'BUNS', 'SEAT', 'TAIL'])","('ROTARY PHONE PARTS', ['CORD', 'CRADLE', 'DIAL', 'HANDSET'])","('SLANG FOR HOME', ['CRIB', 'DIGS', 'JOINT', 'PAD'])","('PLUNDER', ['BOOTY', 'LOOT', 'SPOILS', 'SWAG'])"
"('BEANS', ['FAVA', 'KIDNEY', 'LIMA', 'PINTO'])","('CITIES BEGINNING WITH \xe2\x80\x9cL\xe2\x80\x9d', ['LAGOS', 'LIMERICK', 'LINCOLN', 'LUXOR'])","('POETRY TERMS', ['LINE', 'METER', 'RHYME', 'VERSE'])","('\x80\x9cTHE(E) ___\xe2\x80\x9d RAPPERS', ['CREATOR', 'DUDE', 'RAPPER', 'STALLION'])"
"('CONCEAL', ['BLOCK', 'COVER', 'HIDE', 'MASK'])","('PARTS OF A WATCH', ['CROWN', 'DIAL', 'HAND', 'STRAP'])","('WONDER WOMAN\xe2\x80\x99S COSTUME', ['LASSO', 'SHIELD', 'SWORD', 'TIARA'])","('THINGS THAT CAN RUN', ['CANDIDATE', 'FAUCET', 'MASCARA', 'NOSE'])"
"('FILM SET DIRECTIVES', ['ACTION', 'CAMERA', 'CUT', 'LIGHTS'])","('CONDITIONAL WORDS', ['CAN', 'COULD', 'MAY', 'MIGHT'])","('FOREMOST', ['HEAD', 'LEAD', 'PRIME', 'TOP'])","('___ PAPER', ['BUTCHER', 'SCRAP', 'TOILET', 'WAX'])"
"('ORIGIN', ['GENESIS', 'GERM', 'SEED', 'SOURCE'])","('BIBLE BOOKS', ['ACTS', 'JOB', 'KINGS', 'MARK'])","('N.H.L. TEAMS', ['FLAMES', 'KRAKEN', 'STARS', 'WILD'])","('POWER ___', ['NAP', 'PLANT', 'RANGER', 'TRIP'])"
"('CROPS', ['CORN', 'CUCUMBER', 'PEPPER', 'TOMATO'])","('SLANG FOR HEAD', ['CROWN', 'DOME', 'MELON', 'NOODLE'])","('SONG', ['CUT', 'NUMBER', 'SINGLE', 'TRACK'])","('THINGS THAT WHISTLE', ['BIRD', 'KETTLE', 'REFEREE', 'TRAIN'])"
"('CELEBRATORY OCCASIONS', ['ANNIVERSARY', 'BIRTHDAY', 'SHOWER', 'WEDDING'])","('PHONE CONNECTIVITY', ['BARS', 'RECEPTION', 'SERVICE', 'SIGNAL'])","('CITIES AND TOWNS IN ENGLAND', ['BATH', 'DERBY', 'READING', 'SANDWICH'])","('___ OPERA', ['COMIC', 'MET', 'ROCK', 'SOAP'])"
"('RHYMES', ['DARREN', 'KAREN', 'SHARON', 'AARON'])","('NATURAL FEATURES', ['DALE', 'BROOK', 'SAVANNA', 'CLIFF'])","('PAST TENSE VERBS', ['DREW', 'ROSE', 'WILL', 'MAY'])","('PALINDROMES', ['EVE', 'HANNAH', 'OTTO', 'NATAN'])"
"('LAUGHTER, IN A TEXT', ['DEAD', 'HAHA', 'LOL', 'ROFL'])","('ART MOVEMENTS', ['DADA', 'DECO', 'GOTHIC', 'POP'])","('\x80\x9cPETER PAN\xe2\x80\x9d CHARACTERS', ['HOOK', 'NANA', 'PETER', 'WENDY'])","('LADY ___', ['BIRD', 'GAGA', 'LUCK', 'MACBETH'])"
"('DIVISION', ['ARM', 'BRANCH', 'CHAPTER', 'WING'])","('IMPERIAL UNITS', ['BUSHEL', 'PECK', 'STONE', 'TON'])","('M.L.B. TEAM MEMBER', ['ANGEL', 'CUB', 'MET', 'RED'])","('INSECT HOMOPHONES', ['AUNT', 'BEATLE', 'FLEE', 'NAT'])"
"('CHRISTMAS-RELATED', ['MISTLETOE', 'REINDEER', 'SNOWMAN', 'STOCKING'])","('MAKE PUBLIC', ['DISPLAY', 'EXHIBIT', 'PRESENT', 'SHOW'])","('TORUS-SHAPED FOOD', ['BAGEL', 'CHEERIO', 'DONUT', 'LIFESAVER'])","('THINGS WITH STRIPES', ['CANDY CANE', 'CROSSWALK', 'REFEREE', 'TIGER'])"
"('LONG-HAIRED ANIMALS', ['AFGHAN', 'ALPACA', 'ANGORA', 'YAK'])","('PRATTLE ON', ['BLATHER', 'CHAT', 'JABBER', 'GAB'])","('SNEAKER BRANDS', ['CONVERSE', 'JORDAN', 'PUMA', 'VANS'])","('___ BALLOON', ['LEAD', 'SPEECH', 'TRIAL', 'WATER'])"
"('WAYS TO SHOW RESPECT', ['BOW', 'KNEEL', 'SALUTE', 'STAND'])","('IPHONE APPS', ['CLOCK', 'MAIL', 'MAPS', 'NOTES'])","('ANIMAL COVERINGS', ['DOWN', 'FUR', 'SCALES', 'SHELL'])","('\x80\x9cPOINTERS\xe2\x80\x9d', ['ARROW', 'DOG', 'FINGER', 'HINT'])"
"('COFFEE COUNTER ITEMS', ['CUP', 'LID', 'STIRRER', 'STRAW'])","('NOCTURNAL ANIMALS', ['BAT', 'MOTH', 'OWL', 'WOLF'])","('THINGS THAT ARE RED', ['BEET', 'BRICK', 'CARDINAL', 'POPPY'])","('___ FIGURE', ['ACTION', 'BALLPARK', 'GO', 'STICK'])"
"('PLAYING CARD SUITS', ['CLUB', 'DIAMOND', 'HEART', 'SPADE'])","('GOLF CLUBS', ['IRON', 'PUTTER', 'WEDGE', 'WOOD'])","('YEARN', ['ACHE', 'LONG', 'PINE', 'THIRST'])","('INSUFFICIENT', ['LOW', 'SHORT', 'SHY', 'WANTING'])"
"('VERY IMPORTANT', ['CENTRAL', 'CRITICAL', 'KEY', 'VITAL'])","('RECYCLNG CATEGORIES', ['GLASS', 'METAL', 'PAPER', 'PLASTIC'])","('HUDSONS', ['HENRY', 'JENNIFER', 'KATE', 'ROCK'])","('WHAT \xe2\x80\x9cBEAT\xe2\x80\x9d MAY MEAN', ['ASSIGNMENT', 'DEFEAT', 'TEMPO', 'TIRED'])"
"('REFLECT LIGHT', ['FLASH', 'GLEAM', 'GLITTER', 'SPARKLE'])","('WAYS TO GATHER FOOD', ['FISH', 'FORAGE', 'HUNT', 'TRAP'])","('RAP SUBGENRES', ['BOUNCE', 'CRUNK', 'DRILL', 'GRIME'])","('LIGHT ___', ['BEER', 'BULB', 'RAIL', 'YEAR'])"
"('PRODUCED BY TREES', ['ACORN', 'CONE', 'POLLEN', 'SAP'])","('CANDY STORE TREATS', ['CHOCOLATE', 'GUM', 'LICORICE', 'LOLLIPOP'])","('TARGET OF A SCHEME', ['CHUMP', 'FOOL', 'MARK', 'SUCKER'])","('THINGS WITH EYE(S)', ['FACE', 'HURRICANE', 'NEEDLE', 'POTATO'])"
"('SNAKES', ['BOA', 'MAMBA', 'PYTHON', 'VIPER'])","('LINGERIE', ['GARTER', 'SLIP', 'TEDDY', 'THONG'])","('SUMMARY', ['ABSTRACT', 'BRIEF', 'DIGEST', 'RUNDOWN'])","('FULL ___', ['CIRCLE', 'HOUSE', 'MONTY', 'MOON'])"
"('BRIDAL ACCESSORIES', ['BOUQUET', 'RING', 'TRAIN', 'VEIL'])","('\x80\x9cC\xe2\x80\x9d WORDS FOR \xe2\x80\x9cENVELOP\xe2\x80\x9d', ['CAKE', 'COAT', 'COVER', 'CRUST'])","('JACKS', ['BLACK', 'FROST', 'MA', 'SPARROW'])","('SOCIAL MEDIA APP ENDINGS', ['BOOK', 'GRAM', 'IN', 'TUBE'])"
"('KITCHEN UTENSILS', ['GRATER', 'LADLE', 'PEELER', 'WHISK'])","('VERTEBRATES', ['BIRD', 'FISH', 'MAMMAL', 'REPTILE'])","('SUPER MARIO-RELATED', ['DINOSAUR', 'MUSHROOM', 'PLUMBER', 'PRINCESS'])","('SITCOM FAMILIES', ['BUNKER', 'CLEAVER', 'PARTRIDGE', 'TANNER'])"
"('ROBUST', ['FIT', 'HEALTHY', 'SOUND', 'STRONG'])","('DECLINE', ['DIP', 'DROP', 'FALL', 'SINK'])","('WATER SOURCES', ['FOUNTAIN', 'SPRING', 'TAP', 'WELL'])","('WOMEN SINGERS', ['KEYS', 'NICKS', 'SUMMER', 'SWIFT'])"
"('SODA FOUNTAIN ORDERS', ['FLOAT', 'MALT', 'SHAKE', 'SUNDAE'])","('SET, AS PLANS', ['CONCRETE', 'FIRM', 'SOLID', 'TANGIBLE'])","('M. NIGHT SHYAMALAN MOVIES', ['GLASS', 'OLD', 'SIGNS', 'SPLIT'])","('___BOARD', ['DASH', 'HOVER', 'KEY', 'STAR'])"
"('RESTAURANT WORKERS', ['BARTENDER', 'CHEF', 'HOST', 'SERVER'])","('MOTOR VEHICLES', ['BUS', 'CAR', 'MOTORCYCLE', 'TRUCK'])","('MUPPETS', ['ANIMAL', 'BEAKER', 'GONZO', 'SCOOTER'])","('HAND- AND FOOT-RELATED SLANG', ['DIGIT', 'DOG', 'MITT', 'PIGGY'])"
"('REPLACEMENT', ['BACKUP', 'COPY', 'EXTRA', 'SPARE'])","('BOWLING', ['ALLEY', 'BALL', 'LANE', 'PIN'])","('COMMON MERCH ITEMS', ['MUG', 'PEN', 'TEE', 'TOTE'])","('NUMBER HOMOPHONES', ['ATE', 'FOR', 'TOO', 'WON'])"
"('WEB BROWSER-RELATED', ['BOOKMARK', 'HISTORY', 'TAB', 'WINDOW'])","('SHIRT FEATURES', ['BUTTON', 'COLLAR', 'CUFF', 'POCKET'])","('CONNECTION', ['BOND', 'LINK', 'RELATION', 'TIE'])","('DIRTY ___', ['DOZEN', 'JOKE', 'LAUNDRY', 'MARTINI'])"
"('INTELLIGENT', ['BRIGHT', 'CLEVER', 'QUICK', 'SHARP'])","('AIRLINES', ['ALASKA', 'FRONTIER', 'SOUTHWEST', 'SPIRIT'])","('WESTERN TROPES', ['COWBOY', 'DRIFTER', 'OUTLAW', 'SHERIFF'])","('TV SHOW TITLE SURNAMES', ['LASSO', 'MARS', 'ROGERS', 'SMART'])"
"('FRUITS', ['APRICOT', 'FIG', 'GRAPE', 'LIME'])","('LUXURIOUS', ['DELUXE', 'GRAND', 'LAVISH', 'OPULENT'])","('BEST ACTRESS OSCAR WINNERS', ['BERRY', 'FOSTER', 'STONE', 'SWANK'])","('WHAT \xe2\x80\x9cGREEN\xe2\x80\x9d MIGHT MEAN', ['ENVIOUS', 'FRESH', 'NAIVE', 'UNWELL'])"
"('FAIRY TALE FIGURES', ['GIANT', 'PRINCESS', 'WITCH', 'WOLF'])","('CHESS TERMS', ['BISHOP', 'MATE', 'GAMBIT', 'QUEEN'])","('\x80\x9cPEANUTS\xe2\x80\x9d CHARACTERS', ['CHARLIE', 'PEPPERMINT PATTY', 'PIGPEN', 'WOODSTOCK'])","('I LOVE ___', ['LUCY', 'NEW YORK', ""ROCK 'N ROLL"", 'YOU'])"
"('BOVIDS', ['BUFFALO', 'COW', 'GOAT', 'SHEEP'])","('EMIT LIGHT', ['BEAM', 'GLOW', 'RADIATE', 'SHINE'])","('GYMNASTICS APPARATUS', ['FLOOR', 'HORSE', 'RINGS', 'VAULT'])","('WORDS THAT SOUND LIKE TWO LETTERS', ['CUTIE', 'ENVY', 'EXCEL', 'SEEDY'])"
"('EYE PARTS', ['IRIS', 'LENS', 'PUPIL', 'RETINA'])","('COUNTERFEIT', ['BOGUS', 'FAKE', 'PHONY', 'SHAM'])","('RADIO LINGO', ['COPY', 'OUT', 'OVER', 'ROGER'])","('SONGS THAT ARE NAMES', ['ALEJANDRO', 'LOLA', 'MICHELLE', 'STAN'])"
"('\x80\x9cSKEDADDLE!\xe2\x80\x9d', ['GET OUT', 'GO', 'LEAVE', 'SCRAM'])","('PRONOUNS', ['ME', 'THEM', 'US', 'YOU'])","('ANAGRAMS', ['NOPE', 'OPEN', 'PEON', 'PONE'])","('___ BABY', ['BEANIE', 'FUR', 'NEPO', 'SANTA'])"
"('HOT DRINKS', ['CHAI', 'COCOA', 'COFFEE', 'TEA'])","('ANIMAL SOUNDS', ['BUZZ', 'CLUCK', 'MEOW', 'OINK'])","('TREE FEATURES', ['BARK', 'BRANCH', 'ROOT', 'TRUNK'])","('INSIDE INFO', ['DIRT', 'DISH', 'SCOOP', 'SKINNY'])"
"('HALLOWEEN DECORATIONS', ['BAT', 'COBWEB', 'PUMPKIN', 'TOMBSTONE'])","('TV SHOWS', ['24', 'BONES', 'FIREFLY', 'WEEDS'])","('SLOT MACHINE SYMBOLS', ['7', 'BAR', 'BELL', 'CHERRY'])","('NUMBERS IN BOOK TITLES', ['22', '451', '2001', '20,000'])"
"('AMAZON ANIMALS', ['ANACONDA', 'CAPYBARA', 'JAGUAR', 'TOUCAN'])","('LOWEST POINT', ['BASE', 'BOTTOM', 'FOOT', 'FOUNDATION'])","('MUSICALS', ['COMPANY', 'GREASE', 'HAIR', 'RENT'])","('SEA ___', ['CHANGE', 'CUCUMBER', 'LEGS', 'LION'])"
"('BASEBALL CALLS', ['BALL', 'OUT', 'SAFE', 'STRIKE'])","('HEAT SOURCES', ['FORGE', 'FURNACE', 'KILN', 'OVEN'])","('FISH THAT ARE VERBS', ['CARP', 'CATFISH', 'FLOUNDER', 'SMELT'])","('SILENT \xe2\x80\x9cL\xe2\x80\x9d', ['COLONEL', 'SALMON', 'WALK', 'YOLK'])"
"('INHERENT NATURE', ['ESSENCE', 'HEART', 'SPIRIT', 'SOUL'])","('FERMENETED ALCOHOLIC BEVERAGES', ['CIDER', 'PORT', 'SAKE', 'STOUT'])","('PIXAR MOVIES', ['BRAVE', 'CARS', 'COCO', 'UP'])","('___ TAPE', ['DEMO', 'RED', 'SCOTCH', 'TICKER'])"
"('ROCKY HORROR PICTURE SHOW', ['HORROR', 'PICTURE', 'ROCKY', 'SHOW'])","('WHO FRAMED ROGER RABBIT', ['FRAMED', 'RABBIT', 'ROGER', 'WHO'])","('WHEN HARRY MET SALLY', ['HARRY', 'MET', 'SALLY', 'WHEN'])","('MAD MAX FURY ROAD', ['FURY', 'MAD', 'MAX', 'ROAD'])"
"('CREATURES IN FOLKLORE', ['GNOME', 'GOBLIN', 'OGRE', 'TROLL'])","('FLOWER PARTS', ['BUD', 'LEAF', 'PETAL', 'STALK'])","('ONE INVOLVED IN ESPIONAGE', ['AGENT', 'MOLE', 'PLANT', 'SPY'])","('CHINESE ZODIAC ANIMALS', ['DRAGON', 'HORSE', 'RABBIT', 'TIGER'])"
"('INFORMATION DISPLAYS', ['CHART', 'DIAGRAM', 'GRAPH', 'MAP'])","('ADDITIONAL BENEFIT', ['BONUS', 'EXTRA', 'ICING', 'PERK'])","('THANKSGIVING FOOD', ['GRAVY', 'PIE', 'STUFFING', 'TURKEY'])","('SONG TITLES WITH PARENTHESES', ['I RAN', 'ISTANBUL', 'MONTERO', 'SATISFACTION'])"
"('PAINTING ACCESSORIES', ['BRUSH', 'CANVAS', 'EASEL', 'PALETTE'])","('AUTOMATIC TRANSMISSION SETTINGS', ['DRIVE', 'NEUTRAL', 'PARK', 'REVERSE'])","('THINGS WITH TEETH', ['COMB', 'GEAR', 'SAW', 'ZIPPER'])","('___ CHAIR', ['FIRST', 'FOLDING', 'HIGH', 'LAWN'])"
"('FEMALE ANIMALS', ['COW', 'DOE', 'HEN', 'MARE'])","('PRONOUNS', ['I', 'IT', 'THEY', 'WE'])","('ROMAN NUMERALS', ['D', 'L', 'M', 'V'])","('HOMOPHONES', ['EWE', 'U', 'YEW', 'YOU'])"
"('AU NATUREL', ['BARE', 'NAKED', 'NUDE', 'UNCLAD'])","('BAKED GOODS', ['BUN', 'DANISH', 'MUFFIN', 'TURNOVER'])","('AMERICAN FOOTBALL ACTIONS', ['FUMBLE', 'PUNT', 'SACK', 'SNAP'])","('MANICURE STEPS', ['BUFF', 'CLIP', 'FILE', 'POLISH'])"
"('DRINK VESSELS', ['GOBLET', 'SNIFTER', 'TUMBLER', 'STEIN'])","('WOODWINDS', ['CLARINET', 'FLUTE', 'OBOE', 'SAXOPHONE'])","('AMERICAN POETS', ['BISHOP', 'FROST', 'OLDS', 'POUND'])","('CONSECUTIVE DOUBLE LETTERS', ['BALLOON', 'BASSOON', 'COFFEE', 'FRICASSEE'])"
"('APPETIZER UNIT', ['FRY', 'NACHO', 'POPPER', 'WING'])","('RESPONSE TO A CORRECT ANSWER', ['BINGO', 'CORRECT', 'RIGHT', 'YES'])","('MAR', ['CHIP', 'DING', 'NICK', 'SCRATCH'])","('___JACK', ['APPLE', 'CRACKER', 'FLAP', 'LUMBER'])"
"('PLAYGROUND FIXTURES', ['SANDBOX', 'SEESAW', 'SLIDE', 'SWING'])","('INFLUENCE', ['CLOUT', 'PULL', 'SWAY', 'WEIGHT'])","('EGYPTIAN SYMBOLS', ['ANKH', 'CROOK', 'EYE', 'SCARAB'])","('FONTS', ['COURIER', 'IMPACT', 'PAPYRUS', 'TIMES'])"
"('DEPART QUICKLY', ['BOOK', 'BOUNCE', 'RUN', 'SPLIT'])","('ANIMALS THAT END WITH X', ['FOX', 'IBEX', 'LYNX', 'ORYX'])","('SHADES OF BLACK', ['EBONY', 'JET', 'ONYX', 'RAVEN'])","('WORDS BEFORE DAYS OF THE WEEK', ['ASH', 'BLACK', 'CYBER', 'FAT'])"
"('STATES OF ELATION', ['BLISS', 'CLOUD NINE', 'HEAVEN', 'PARADISE'])","('SCAM', ['CON', 'FAST ONE', 'HUSTLE', 'RACKET'])","('GREETING GESTURES', ['HIGH FIVE', 'HUG', 'SHAKE', 'WAVE'])","('___ LIST', ['BUCKET', 'GUEST', 'TOP TEN', 'WISH'])"
"('POULTRY CUTS', ['BREAST', 'DRUMSTICK', 'TENDER', 'WING'])","('GOLF TERMS', ['DRIVER', 'EAGLE', 'HOLE', 'STROKE'])","('DRUM SET COMPONENTS', ['CYMBAL', 'KICK', 'SNARE', 'TOM'])","('ASSOCIATED WITH ""CRAWL""', ['INFANT', 'PUB', 'SWIMMING', 'TICKER'])"
