"('ESPECIALLY', ['MIGHTY', 'PRETTY', 'REALLY', 'VERY'])","('DISNEY CHARACTERS', ['DAISY', 'GOOFY', 'HAPPY', 'LADY'])","('KINDS OF BLUE', ['BABY', 'NAVY', 'SKY', 'TIFFANY'])","('BODY PARTS PLUS ""Y""', ['ARMY', 'COLONY', 'LIVERY', 'SHINY'])"
"('BOARD GAMES', ['RISK', 'SORRY', 'TABOO', 'TROUBLE'])","('NEWSPAPER SECTIONS', ['BUSINESS', 'NATIONAL', 'OPINION', 'STYLE'])","('FIGURES IN GREEK MYTH', ['ATLAS', 'HERMES', 'NIKE', 'PARIS'])","(""ADJECTIVES IN RAPPERS' NAMES"", ['FOXY', 'GUCCI', 'KILLER', 'NOTORIOUS'])"
"('SOCIAL GATHERING', ['BASH', 'BLOWOUT', 'PARTY', 'SHINDIG'])","('""PINOCCHIO"" FIGURES', ['CRICKET', 'PUPPET', 'WHALE', 'WOODCARVER'])","('FOUND IN A KITCHEN', ['COUNTER', 'MIXER', 'RANGE', 'SINK'])","('EASTER ___', ['BUNNY', 'EGG', 'ISLAND', 'SUNDAY'])"
"('EXTINCT ANIMALS', ['DODO', 'MAMMOTH', 'MASTODON', 'TRILOBITE'])","('FAILURES', ['BUSTS', 'FLOPS', 'MISSES', 'TURKEYS'])","('SLANG FOR CLOTHES', ['DUDS', 'GETUP', 'OUTFIT', 'THREADS'])","('KISS', ['PECK', 'SMACK', 'SMOOCH', 'X'])"
"('FACIAL HAIR', ['BEARD', 'GOATEE', 'MUSTACHE', 'STUBBLE'])","('BIKE PARTS', ['GEAR', 'HANDLEBAR', 'PEDAL', 'WHEEL'])","('PURSUE', ['DOG', 'FOLLOW', 'TAIL', 'TRACK'])","('THINGS THAT ARE CAST', ['DOUBT', 'MOVIE', 'SHADOW', 'VOTE'])"
"('PERFORMING ARTISTS', ['ACTOR', 'DANCER', 'SINGER', 'STAND-UP'])","(""SANTA'S REINDEER"", ['COMET', 'CUPID', 'DASHER', 'VIXEN'])","(""SEEN ON VALENTINE'S DAY"", ['CARD', 'CHOCOLATE', 'HEART', 'ROSE'])","('""BAD ___"" MOVIES""', ['BOYS', 'LIEUTENANT', 'SANTA', 'TASTE'])"
"('U.S. MOUNTAIN STATES', ['ARIZONA', 'COLORADO', 'NEVADA', 'UTAH'])","('SODA BRANDS', ['CRUSH', 'MUG', 'SPRITE', 'SQUIRT'])","('CLASSIC ROCK BANDS', ['GENESIS', 'KANSAS', 'RUSH', 'YES'])","('TONY ___', ['HAWK', 'MONTANA', 'SOPRANO', 'STARK'])"
"('CAMPING SUPPLIES', ['COOLER', 'LANTERN', 'SLEEPING BAG', 'TENT'])","('INSULT', ['BARB', 'DIG', 'DISS', 'JAB'])","('TINY', ['MINUTE', 'SLIGHT', 'SMALL', 'WEE'])","('HAPPY ___', ['CAMPER', 'HOUR', 'MEAL', 'MEDIUM'])"
"('FRIEND', ['BUD', 'CHUM', 'MATE', 'PAL'])","('COOKWEAR', ['CROCK', 'POT', 'SKILLET', 'WOK'])","('SHOES', ['CLOG', 'PUMP', 'SLIDE', 'WEDGE'])","('SLANG FOR CANNABIS', ['GRASS', 'HERB', 'MARY JANE', 'WEED'])"
"('UNITS OF VOLUME', ['CUP', 'GALLON', 'PINT', 'QUART'])","('EXTREMELY', ['AWFUL', 'QUITE', 'SUPER', 'VERY'])","('WORLD CURRENCIES', ['RAND', 'REAL', 'STERLING', 'WON'])","('___ CAKE', ['CARROT', 'COFFEE', 'POUND', 'SPONGE'])"
"('DESSERTS', ['CAKE', 'COBBLER', 'PIE', 'TART'])","('OCCUPATIONAL SURNAMES', ['FISHER', 'MASON', 'MILLER', 'SMITH'])","('ALTER DECEPTIVELY', ['DISTORT', 'DOCTOR', 'FUDGE', 'TWIST'])","('SQUARE ___', ['DANCE', 'MEAL', 'ONE', 'ROOT'])"
"('TIME PERIODS', ['CENTURY', 'DECADE', 'MILLENNIUM', 'YEAR'])","('BREAKFAST FOODS', ['CEREAL', 'OMELET', 'PANCAKE', 'WAFFLE'])","('PAINTERS', ['BACON', 'CLOSE', 'MUNCH', 'WHISTLER'])","('ONE IN A DOZEN', ['EGG', 'JUROR', 'MONTH', 'ROSE'])"
"('STATES OF MATTER', ['GAS', 'LIQUID', 'PLASMA', 'SOLID'])","('ENERGY', ['JUICE', 'SPIRIT', 'STEAM', 'VIGOR'])","('CLASSICAL ELEMENTS', ['AIR', 'EARTH', 'FIRE', 'WATER'])","('THINGS WITH RINGS', ['CIRCUS', 'SATURN', 'TREE', 'WEDDING'])"
"('CLASSIC DOG NAMES', ['FIDO', 'LUCKY', 'ROVER', 'SPOT'])","('PERCEIVE', ['CATCH', 'NOTICE', 'OBSERVE', 'SEE'])","('FISHING TERMS', ['BAIT', 'CHUM', 'FLY', 'SINKER'])","('T-___', ['BONE', 'REX', 'SHIRT', 'STORM'])"
"('FASTENING VERBS', ['BUCKLE', 'BUTTON', 'SNAP', 'ZIP'])","('SLANG FOR ZERO', ['JACK', 'NADA', 'NOTHING', 'SQUAT'])","('GYM EXERCISES', ['CURL', 'LUNGE', 'PLANK', 'PRESS'])","('""CAPTAINS""', ['CRUNCH', 'KANGAROO', 'OBVIOUS', 'PLANET'])"
"('STATE ABBREVIATIONS', ['CO', 'MA', 'ME', 'PA'])","('MUSICAL NOTES', ['DO', 'FA', 'LA', 'TI'])","('GREEK LETTERS', ['MU', 'NU', 'PI', 'XI'])","('PERIODIC TABLE SYMBOLS', ['FE', 'HE', 'NA', 'NI'])"
"('THEORETICAL PHYSICISTS', ['EINSTEIN', 'FEYNMAN', 'HAWKING', 'OPPENHEIMER'])","('TALENT', ['FACULTY', 'FLAIR', 'GENIUS', 'GIFT'])","('AUSTRALIAN TERMS', ['BARBIE', 'BUSH', 'CRIKEY', 'MATE'])","('___ POINT', ['MATCH', 'MOOT', 'SELLING', 'WEST'])"
"('HORROR FRANCHISES', ['PURGE', 'RING', 'SAW', 'SCREAM'])","('SPORTS VENUES', ['COURT', 'DIAMOND', 'FIELD', 'RINK'])","('MAKE HAPPY', ['CHARM', 'DELIGHT', 'PLEASE', 'TICKLE'])","('JEWELRY', ['ANKLET', 'BANGLE', 'BROOCH', 'PENDANT'])"
"('UNSPECIFIED QUANTITIES', ['FEW', 'HANDFUL', 'SEVERAL', 'SOME'])","('NEWSPAPERS', ['GLOBE', 'JOURNAL', 'POST', 'SUN'])","('CELESTIAL OBJECTS', ['ASTEROID', 'COMET', 'MOON', 'PLANET'])","('FRUIT HOMOPHONES', ['LYME', 'MELLON', 'PAIR', 'PLUMB'])"
"('ARACHNIDS', ['MITE', 'SCORPION', 'SPIDER', 'TICK'])","('FISH', ['CHAR', 'EEL', 'PERCH', 'SHARK'])","('SUPERHEROES', ['BLACK WIDOW', 'BLADE', 'FLASH', 'STORM'])","('MTV SHOWS', ['CATFISH', 'CRIBS', 'JACKASS', 'STATE'])"
"('MOVIE GENRES', ['HORROR', 'MUSICAL', 'ROMANCE', 'WESTERN'])","('PATTERNS', ['HOUNDSTOOTH', 'PAISLEY', 'PLAID', 'STRIPES'])","('SYNONYMS FOR FALSEHOOD', ['FIB', 'FICTION', 'LIE', 'TALE'])","('CANDY PIECES', ['DOT', 'GOOBER', 'KISS', 'WHOPPER'])"
"('CLASSIC ARCADE GAMES', ['ASTEROIDS', 'BREAKOUT', 'FROGGER', 'PONG'])","('DANCES', ['HUSTLE', 'SALSA', 'SWING', 'TANGO'])","('TOUCHSCREEN GESTURES', ['PINCH', 'SPREAD', 'SWIPE', 'TAP'])","('RAPPERS MINUS NUMBERS', ['CENT', 'CHAINZ', 'PAC', 'SAVAGE'])"
"('CLASSIC TOYS', ['BLOCKS', 'DOLL', 'TOP', 'YO-YO'])","(""WORDS WITH THREE G'S"", ['BAGGAGE', 'EGGNOG', 'GIGGLE', 'LEGGINGS'])","('SHAKESPEARE CHARACTERS', ['DUNCAN', 'JULIET', 'PUCK', 'VIOLA'])","('___ STICK', ['FISH', 'HOCKEY', 'MEMORY', 'SELFIE'])"
"('PLACES FOR WORSHIP', ['ALTAR', 'RELIQUARY', 'SHRINE', 'TEMPLE'])","('CARTOON CATS', ['FELIX', 'GARFIELD', 'SYLVESTER', 'TOM'])","('PRESIDENTIAL FIRST NAMES', ['CALVIN', 'CHESTER', 'GROVER', 'HARRY'])","('___ ROAD', ['ABBEY', 'HIGH', 'ROCKY', 'SILK'])"
"('ANIMAL GROUP NAMES', ['COLONY', 'HERD', 'PRIDE', 'SWARM'])","('STONED', ['BAKED', 'BLAZED', 'HIGH', 'LIT'])","('AP CLASSES', ['BIO', 'CHEM', 'GOV', 'STATS'])","('TAXONOMY RANKS', ['CLASS', 'DOMAIN', 'FAMILY', 'ORDER'])"
"('COMPUTER EQUIPMENT', ['KEYBOARD', 'MONITOR', 'MOUSE', 'SPEAKER'])","('RODENTS', ['GERBIL', 'HAMSTER', 'RAT', 'VOLE'])","('MUSICAL INSTRUMENTS', ['HARP', 'HORN', 'ORGAN', 'TRIANGLE'])","('SYNONYMS FOR COMPLAIN', ['CARP', 'GRIPE', 'GROUSE', 'MOAN'])"
"('LONG SANDWICHES', ['HERO', 'HOAGIE', 'GRINDER', 'SUB'])","('DATING APPS', ['BUMBLE', 'HINGE', 'MATCH', 'TINDER'])","('VAMPIRE MOVIES', ['BLADE', 'LOST BOYS', 'NEAR DARK', 'TWILIGHT'])","('ADAMS', ['ANT', 'DRIVER', 'SCOTT', 'WEST'])"
"('UNITS OF LENGTH', ['FOOT', 'INCH', 'MILE', 'YARD'])","('TYPES OF PAINT', ['ACRYLIC', 'OIL', 'TEMPERA', 'WATERCOLOR'])","('DEEP-FRIED FOOD', ['FALAFEL', 'KATSU', 'SAMOSA', 'SCHNITZEL'])","('STARTS OF U.S. COINS', ['DIM', 'NICK', 'PEN', 'QUART'])"
"('RELATIVES', ['AUNT', 'COUSIN', 'MOTHER', 'NEPHEW'])","('SYNONYMS FOR OFFBEAT', ['DAFFY', 'KOOKY', 'QUIRKY', 'WACKY'])","('DISNEY DUCKS', ['DAISY', 'DEWEY', 'DONALD', 'SCROOGE'])","('___ CLOCK', ['ALARM', 'BIOLOGICAL', 'CUCKOO', 'GRANDFATHER'])"
"('FABRICS', ['CORDUROY', 'DENIM', 'LINEN', 'TWEED'])","('APPARITIONS', ['GHOST', 'PHANTOM', 'SPECTER', 'SPIRIT'])","('SYNONYMS FOR BOTHER', ['NEEDLE', 'POKE', 'RIB', 'TEASE'])","('DISNEY CHARACTERS', ['BEAST', 'GENIE', 'SCAR', 'STITCH'])"
"('BIOMES', ['DESERT', 'FOREST', 'GRASSLAND', 'TUNDRA'])","('LIZARDS', ['CHAMELEON', 'GECKO', 'IGUANA', 'MONITOR'])","('YOGA POSES', ['COBRA', 'LOTUS', 'TREE', 'WARRIOR'])","('DANCES WHEN DOUBLED', ['CAN', 'CHA', 'GO', 'NAE'])"
"('MOVIE TITLE CITIES', ['CHICAGO', 'MUNICH', 'PHILADELPHIA', 'RIO'])","('FASHION MAGAZINES', ['ALLURE', 'ELLE', 'GLAMOUR', 'W'])","('STORMS', ['BLIZZARD', 'CYCLONE', 'SQUALL', 'TORNADO'])","('COCKTAILS', ['COSMOPOLITAN', 'HURRICANE', 'MANHATTAN', 'SCREWDRIVER'])"
"('MODES OF TRANSPORTATION', ['BOAT', 'CAR', 'PLANE', 'TRAIN'])","('NBA PLAYERS', ['KING', 'MAGIC', 'SUN', 'THUNDER'])","('FAST FOOD CHAINS', ['CHECKERS', 'OUTBACK', 'SONIC', 'SUBWAY'])","('BAND NAMES MINUS COLORS', ['DAY', 'FLOYD', 'SABBATH', 'STRIPES'])"
"('STATES OF MATTER', ['GAS', 'LIQUID', 'PLASMA', 'SOLID'])","('EDIT MENU COMMANDS', ['COPY', 'CUT', 'PASTE', 'UNDO'])","('DEFEAT BADLY', ['CRUSH', 'ROUT', 'SHELLAC', 'TRASH'])","('ANAGRAMS', ['LEAST', 'SLATE', 'STALE', 'TESLA'])"
"('SYNONYMS FOR ANGRY', ['FURIOUS', 'INCENSED', 'IRATE', 'LIVID'])","('THINGS THAT ARE YELLOW', ['BANANA', 'CANARY', 'SCHOOL BUS', 'SUNFLOWER'])","('MARINE BIRDS', ['BOOBY', 'GULL', 'PELICAN', 'PUFFIN'])","('___ BOYS', ['BEACH', 'BEASTIE', 'HARDY', 'LOST'])"
"('SCUBA GEAR', ['FINS', 'MASK', 'SNORKEL', 'TANK'])","('PUNCTUATION MARKS', ['COLON', 'COMMA', 'HYPHEN', 'PERIOD'])","('RUN QUICKLY', ['BOLT', 'DASH', 'RACE', 'SPRINT'])","('___ CAT', ['DOJA', 'FAT', 'HOUSE', 'JUNGLE'])"
"('BOTTLED WATER BRANDS', ['DASANI', 'EVIAN', 'FIJI', 'VOSS'])","('SLANG FOR COFFEE', ['BREW', 'JAVA', 'JOE', 'MUD'])","('ISLAND COUNTRIES', ['CUBA', 'JAPAN', 'MALTA', 'PALAU'])","('CEREAL MASCOTS', ['LUCKY', 'POP', 'SAM', 'TONY'])"
"('WOODWINDS', ['BASSOON', 'CLARINET', 'FLUTE', 'OBOE'])","('COVERINGS', ['CAP', 'COVER', 'LID', 'TOP'])","('SUNGLASSES', ['AVIATOR', 'CAT EYE', 'WAYFARER', 'WRAPAROUND'])","('SEALS', ['HARBOR', 'HARP', 'HOODED', 'MONK'])"
"('TIMEKEEPING DEVICES', ['CLOCK', 'HOURGLASS', 'SUNDIAL', 'WATCH'])","('HAIRSTYLES', ['BOB', 'CROP', 'PIXIE', 'SHAG'])","('UNITS OF MEASURE', ['HERTZ', 'MOLE', 'NEWTON', 'SECOND'])","('DR. ___', ['EVIL', 'J', 'NO', 'PEPPER'])"
"('TREES', ['ASH', 'CEDAR', 'MAPLE', 'PINE'])","('LAND FORMATIONS', ['HILL', 'MOUNTAIN', 'PLATEAU', 'VALLEY'])","('BAGEL FLAVORS', ['EVERYTHING', 'ONION', 'PLAIN', 'POPPY'])","('STREETS ON SCREEN', ['ELM', 'FEAR', 'JUMP', 'SESAME'])"
"('MARINE MAMMALS', ['DOLPHIN', 'MANATEE', 'OTTER', 'SEAL'])","('BIKE PARTS', ['BRAKE', 'CHAIN', 'SADDLE', 'SPOKE'])","('SYNONYMS FOR SELL', ['HAWK', 'MOVE', 'PEDDLE', 'VEND'])","('COUNTRIES WHEN ""A"" IS ADDED', ['CHIN', 'CUB', 'MALT', 'TONG'])"
"('MARSUPIALS', ['KANGAROO', 'KOALA', 'WALLABY', 'WOMBAT'])","('CHOCOLATE BARS', ['CHUNKY', 'CRUNCH', 'MARS', 'MOUNDS'])","('SLANG FOR MONEY', ['CHEDDAR', 'DOUGH', 'PAPER', 'STACKS'])","('NAKED ___', ['EYE', 'GUN', 'MOLE RAT', 'TRUTH'])"
"('U.S. COINS', ['DIME', 'NICKEL', 'PENNY', 'QUARTER'])","('METAL ELEMENTS', ['IRON', 'LEAD', 'TIN', 'ZINC'])","('LUCKY CHARMS MARSHMALLOWS', ['CLOVER', 'HORSESHOE', 'MOON', 'RAINBOW'])","('___ AND ___', ['AGAIN', 'HALF', 'NECK', 'SO'])"
"('PLEASANT SMELLS', ['AROMA', 'BOUQUET', 'FRAGRANCE', 'SCENT'])","('MUSIC GENRES', ['BLUES', 'COUNTRY', 'FUNK', 'SOUL'])","('ROCK PAPER SCISSORS', ['PAPER', 'ROCK', 'SCISSORS', 'SHOOT'])","('MALE ANIMALS', ['BOAR', 'BUCK', 'BULL', 'JACK'])"
"('BOATS', ['FERRY', 'JUNK', 'TUG', 'YACHT'])","('SANDWICHES', ['CLUB', 'CUBAN', 'MELT', 'SUB'])","('CUTS OF BEEF', ['FLANK', 'LOIN', 'ROUND', 'SHANK'])","('NICKNAMES THAT ARE VERBS', ['CHUCK', 'JOSH', 'ROB', 'SUE'])"
"('SHOE PARTS', ['HEEL', 'LACE', 'SOLE', 'TONGUE'])","('BOARD GAMES', ['CLUE', 'RISK', 'SORRY', 'TROUBLE'])","('FICTIONAL SPIES', ['BOND', 'HUNT', 'RYAN', 'SMART'])","('RUBBER ___', ['BAND', 'CEMENT', 'DUCKIE', 'SOUL'])"
"('VEGETABLES THAT ARE ALSO FRUITS', ['CUCUMBER', 'EGGPLANT', 'PEPPER', 'TOMATO'])","('3-D SHAPES', ['CONE', 'CUBE', 'PYRAMID', 'SPHERE'])","('WORDS WITH ""i""', ['MAC', 'PAD', 'PHONE', 'POD'])","('WORDS WITH TWO PRONUNCIATIONS', ['JOB', 'LIMA', 'MOBILE', 'POLISH'])"
"('NFL PLAYERS', ['BRONCO', 'COWBOY', 'PACKER', 'RAVEN'])","('PASTA SHAPES', ['BOWTIE', 'ELBOW', 'SHELL', 'SPIRAL'])","('JOINTS', ['HIP', 'KNEE', 'SHOULDER', 'WRIST'])","('MOVIES WITH ""!""', ['AIRPLANE', 'MOTHER', 'OKLAHOMA', 'THEM'])"
"('WINGED INSECTS', ['FLY', 'GNAT', 'MOTH', 'WASP'])","('ARITHMETIC OPERATIONS', ['ADD', 'DIVIDE', 'MULTIPLY', 'SUBTRACT'])","('FISH', ['TANG', 'TETRA', 'SKATE', 'SOLE'])","('___ CAT', ['ALLEY', 'COOL', 'COPY', 'LAP'])"
"('SEVEN DWARFS', ['BASHFUL', 'DOC', 'GRUMPY', 'HAPPY'])","('FILE EXTENSIONS', ['GIF', 'PDF', 'TIFF', 'ZIP'])","('FLIGHTLESS BIRDS', ['EMU', 'KIWI', 'OSTRICH', 'PENGUIN'])","('TROPICAL FRUITS', ['BANANA', 'COCONUT', 'MANGO', 'PINEAPPLE'])"
"('HATS', ['BERET', 'BOWLER', 'FEDORA', 'FEZ'])","('ORGANS', ['HEART', 'KIDNEY', 'LIVER', 'LUNG'])","('PARTS OF A BOOK', ['COVER', 'JACKET', 'PAGE', 'SPINE'])","('JACK ___', ['ASS', 'KNIFE', 'POT', 'RABBIT'])"
"('EUROPEAN COUNTRIES', ['DENMARK', 'GREECE', 'POLAND', 'PORTUGAL'])","('SYNONYMS FOR IMITATE', ['COPY', 'ECHO', 'MIMIC', 'PARROT'])","('TOMS', ['CRUISE', 'HOLLAND', 'PETTY', 'WAITS'])","('WORDS SPELLED WITH ROMAN NUMERALS', ['DILL', 'LIVID', 'MILD', 'MIX'])"
"('DESSERTS', ['CHEESECAKE', 'FLAN', 'MOUSSE', 'TIRAMISU'])","('MILD OATHS', ['DARN', 'FUDGE', 'HECK', 'SHOOT'])","('ANIMALS WITH TUSKS', ['ELEPHANT', 'HIPPO', 'NARWHAL', 'WARTHOG'])","('MUSTACHES', ['HANDLEBAR', 'HORSESHOE', 'PENCIL', 'WALRUS'])"
"('CANDY BARS', ['BOUNTY', 'CRUNCH', 'HEATH', 'MILKY WAY'])","('VIDEO GAME CONSOLES', ['DREAMCAST', 'GENESIS', 'SWITCH', 'WII'])","('EAR PARTS', ['ANVIL', 'COCHLEA', 'HAMMER', 'STIRRUP'])","('BAND NAMES MINUS NUMBERS', ['BLINK', 'MAROON', 'SUM', 'U'])"
"(""60's BAND MEMBERS"", ['BEACH BOY', 'BEATLE', 'BYRD', 'MONKEE'])","('DANCE FADS', ['DOUGIE', 'MACARENA', 'MASHED POTATO', 'TWIST'])","('MAGAZINES', ['FORTUNE', 'ROLLING STONE', 'VOGUE', 'WIRED'])","('THINGS WITH LINKS', ['CHAIN', 'GOLF COURSE', 'SAUSAGE', 'WEBSITE'])"
"('DOG BREEDS', ['BOXER', 'DALMATIAN', 'HUSKY', 'POODLE'])","('ANIMAL NOSES', ['BEAK', 'MUZZLE', 'SNOUT', 'TRUNK'])","('TRAFFIC SIGNS', ['DETOUR', 'SLOW', 'STOP', 'YIELD'])","('SOUND ___', ['ASLEEP', 'BARRIER', 'BITE', 'WAVE'])"
"('MUSIC GENRES', ['JAZZ', 'POP', 'PUNK', 'RAP'])","('WEB BROWSERS', ['CHROME', 'EDGE', 'OPERA', 'SAFARI'])","('""LITTLE WOMEN"" SISTERS', ['AMY', 'BETH', 'JO', 'MEG'])","('LIL ___ RAPPERS', ['BABY', 'JON', 'KIM', 'WAYNE'])"
"('GRAINS', ['BARLEY', 'OAT', 'RYE', 'SPELT'])","('ROYAL TITLES', ['BARON', 'EARL', 'KING', 'PRINCE'])","('UNIVERSITIES', ['BROWN', 'DUKE', 'HOWARD', 'RICE'])","('BEST DIRECTOR OSCAR WINNERS', ['BONG', 'FORD', 'LEE', 'STONE'])"
"('OFF-WHITE SHADES', ['CREAM', 'EGGSHELL', 'IVORY', 'VANILLA'])","('ANTI-VAMPIRE', ['CRUCIFIX', 'GARLIC', 'MIRROR', 'STAKE'])","('KINDS OF MEAT', ['BEEF', 'PORK', 'POULTRY', 'VENISON'])","('SYNONYMS FOR ARGUMENT', ['ROW', 'QUARREL', 'SPAT', 'TIFF'])"
"('MUSCLES, INFORMALLY', ['LAT', 'PEC', 'QUAD', 'TRI'])","('AWARDS', ['CUP', 'MEDAL', 'RIBBON', 'TROPHY'])","('TITLE TV DOCTORS', ['GREY', 'HOUSE', 'HOWSER', 'QUINN'])","('NFL PLAYERS', ['BEAR', 'BILL', 'BROWN', 'COMMANDER'])"
"('NECKWEAR', ['ASCOT', 'BOLO', 'SCARF', 'TIE'])","('SHIP DIRECTIONS', ['BOW', 'PORT', 'STARBOARD', 'STERN'])","('DETERGENTS', ['ALL', 'ERA', 'GAIN', 'TIDE'])","('___ TRIANGLE', ['ACUTE', 'BERMUDA', 'LOVE', 'RIGHT'])"
"('COFFEE DRINKS', ['AMERICANO', 'CAPPUCCINO', 'ESPRESSO', 'LATTE'])","('TREE NUTS', ['ALMOND', 'CASHEW', 'PECAN', 'WALNUT'])","('SHADES OF GREEN', ['EMERALD', 'FOREST', 'KELLY', 'OLIVE'])","('MR. ___', ['BEAN', 'CLEAN', 'FOX', 'PEANUT'])"
"('BIRD SOUNDS', ['CAW', 'CHIRP', 'CLUCK', 'TWEET'])","('COLORS', ['BROWN', 'PINK', 'TURQUOISE', 'VIOLET'])","('FISHING GEAR', ['LURE', 'REEL', 'ROD', 'TACKLE'])","('FICTIONAL PIRATES', ['HOOK', 'JONES', 'SILVER', 'SPARROW'])"
"('BEDS', ['BUNK', 'CANOPY', 'MURPHY', 'TRUNDLE'])","('FAMOUS BROTHERS', ['JONAS', 'MARX', 'WARNER', 'WRIGHT'])","('HONDAS', ['ACCORD', 'CIVIC', 'PASSPORT', 'PILOT'])","('VIDEO GAME CHARACTERS', ['CRASH', 'LINK', 'MARIO', 'SONIC'])"
"('AIRLINES', ['FRONTIER', 'SPIRIT', 'UNITED', 'VIRGIN'])","('GREEK LETTERS', ['BETA', 'CHI', 'DELTA', 'IOTA'])","('SILENT ""G""', ['GNAT', 'GNAW', 'GNOCCHI', 'GNOME'])","('HOMOPHONES', ['GNU', 'KNEW', 'NEW', 'NU'])"
"('ANIMAL GROUP NAMES', ['FLOCK', 'PACK', 'POD', 'SCHOOL'])","('DEADLY SINS', ['ENVY', 'GREED', 'LUST', 'PRIDE'])","('SLOW ANIMALS', ['LORIS', 'SLOTH', 'SNAIL', 'TORTOISE'])","('TRIG FUNCTIONS', ['COT', 'SEC', 'SIN', 'TAN'])"
"('SPICES BEGINNING WITH ""C""', ['CARDAMOM', 'CLOVE', 'CORIANDER', 'CUMIN'])","('TERMS OF ENDEARMENT', ['BOO', 'HONEY', 'SUGAR', 'SWEETIE'])","('THINGS WITH WINGS', ['AIRPLANE', 'ANGEL', 'BIRD', 'PEGASUS'])","('SPICE GIRLS', ['BABY', 'GINGER', 'POSH', 'SCARY'])"
"('FRUIT', ['DATE', 'KIWI', 'LEMON', 'ORANGE'])","('COUNTRIES', ['CHAD', 'GEORGIA', 'JORDAN', 'TOGO'])","('BIRDS', ['CRANE', 'JAY', 'SWALLOW', 'TURKEY'])","('ZODIAC SYMBOLS', ['FISH', 'GOAT', 'SCALES', 'TWINS'])"
"('SPORTS', ['CRICKET', 'FENCING', 'POLO', 'SQUASH'])","('TOPS', ['CAMI', 'HALTER', 'TANK', 'TEE'])","('VEGETABLES', ['BEET', 'CARROT', 'CORN', 'ONION'])","('INSECTS', ['ANT', 'BEETLE', 'MANTIS', 'TERMITE'])"
"('BOARD GAMES', ['BACKGAMMON', 'CHECKERS', 'CHESS', 'GO'])","('MATTRESS SIZES', ['FULL', 'KING', 'QUEEN', 'TWIN'])","('THINGS THAT ARE RED', ['CHERRY', 'FIRE TRUCK', 'RUBY', 'STOP SIGN'])","('THINGS WITH KEYS', ['CRYPTOGRAPHY', 'FLORIDA', 'LOCKSMITH', 'PIANO'])"
"('LEG PARTS', ['ANKLE', 'KNEE', 'SHIN', 'THIGH'])","('BABY ANIMALS', ['CALF', 'CUB', 'JOEY', 'KID'])","('SLANG FOR TOILET', ['CAN', 'HEAD', 'JOHN', 'THRONE'])","(""___ FISH THAT AREN'T FISH"", ['CRAY', 'JELLY', 'SILVER', 'STAR'])"
"('MONOPOLY SQUARES', ['BOARDWALK', 'CHANCE', 'GO', 'JAIL'])","('SHADES OF BLUE', ['BABY', 'MIDNIGHT', 'POWDER', 'ROYAL'])","('RAPPERS', ['COMMON', 'FUTURE', 'ICE CUBE', 'Q-TIP'])","('MEMBERS OF A SEPTET', ['SEA', 'SIN', 'SISTER', 'WONDER'])"
"('STREAMING SERVICES', ['HULU', 'NETFLIX', 'PEACOCK', 'PRIME'])","('CONDIMENTS', ['KETCHUP', 'MAYO', 'RELISH', 'TARTAR'])","('SYNONYMS FOR SAD', ['BLUE', 'DOWN', 'GLUM', 'LOW'])","('CLUE CHARACTERS', ['GREEN', 'MUSTARD', 'PLUM', 'SCARLET'])"
"('SNEAKER BRANDS', ['ADIDAS', 'NIKE', 'PUMA', 'REEBOK'])","('MUSICALS BEGINNING WITH ""C""', ['CABARET', 'CAROUSEL', 'CATS', 'CHICAGO'])","('CLEANING VERBS', ['DUST', 'MOP', 'SWEEP', 'VACUUM'])","('___ MAN SUPERHEROES', ['BAT', 'IRON', 'SPIDER', 'SUPER'])"
"('FACIAL FEATURES', ['CHEEK', 'EYE', 'MOUTH', 'NOSE'])","('SYNONYMS FOR EAT', ['CHOW', 'GOBBLE', 'SCARF', 'WOLF'])","('DOG BREEDS, INFORMALLY', ['LAB', 'PEKE', 'PIT', 'POM'])","('MEMBERS OF A TRIO', ['AMIGO', 'KING', 'STOOGE', 'TENOR'])"
"('FOOTWEAR', ['BOOT', 'LOAFER', 'PUMP', 'SNEAKER'])","('UNITS OF LENGTH', ['FOOT', 'LEAGUE', 'MILE', 'YARD'])","('MAGAZINES', ['ESSENCE', 'PEOPLE', 'TIME', 'US'])","('LETTER HOMOPHONES', ['ARE', 'QUEUE', 'SEA', 'WHY'])"
"('WET WEATHER', ['HAIL', 'RAIN', 'SLEET', 'SNOW'])","('NBA TEAMS', ['BUCKS', 'HEAT', 'JAZZ', 'NETS'])","('KEYBOARD KEYS', ['OPTION', 'RETURN', 'SHIFT', 'TAB'])","('PALINDROMES', ['KAYAK', 'LEVEL', 'MOM', 'RACE CAR'])"
